BEST_POSITION,FOOT,ATTACKING_WORK_RATE,DEFENSIVE_WORK_RATE,AGE,OVERALL,VALUE,POTENTIAL,HEIGHT,WEIGHT,SKILL_MOVES,WEEK_FOOT_ABILITY
MIDFIELD,Right,Medium,Low,39,74,1500000.0,74,5.8,163,4.0,4.0
GOAL KEEPER,Right,Medium,Medium,38,66,70000.0,66,6.2,207,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,41,73,400000.0,73,6.2,176,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,78,1700000.0,78,6.2,183,1.0,2.0
DEFENSIVE,Right,Medium,High,37,68,180000.0,68,5.11,170,2.0,3.0
DEFENSIVE,Right,Low,High,37,69,70000.0,69,6.2,181,2.0,3.0
MIDFIELD,Right,Unknown,Unknown,30,76,0.0,82,5.9,157,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,71,400000.0,71,6.1,172,1.0,3.0
FORWARD,Left,Unknown,Unknown,31,68,0.0,77,6.0,163,3.0,4.0
MIDFIELD,Left,High,Medium,34,71,1200000.0,71,5.9,161,3.0,3.0
DEFENSIVE,Right,Medium,Medium,35,69,250000.0,69,6.5,209,2.0,2.0
DEFENSIVE,Right,Medium,Medium,35,69,230000.0,69,5.9,159,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,60,35000.0,60,6.0,194,1.0,4.0
MIDFIELD,Right,High,Low,33,65,240000.0,65,6.0,168,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,73,0.0,73,6.1,190,1.0,3.0
MIDFIELD,Right,Medium,Medium,33,73,1200000.0,73,5.1,174,2.0,3.0
MIDFIELD,Right,Medium,Medium,36,71,750000.0,71,6.0,157,2.0,5.0
MIDFIELD,Right,Medium,High,33,78,4200000.0,78,6.0,190,2.0,3.0
DEFENSIVE,Left,High,Medium,35,81,5437500.0,81,6.2,185,2.0,2.0
MIDFIELD,Right,Medium,Low,34,75,2200000.0,75,5.11,170,4.0,3.0
MIDFIELD,Right,High,High,38,77,625000.0,77,5.1,163,3.0,3.0
MIDFIELD,Right,High,High,35,73,950000.0,73,6.0,172,2.0,4.0
FORWARD,Right,High,Low,37,79,3700000.0,79,5.9,152,4.0,4.0
MIDFIELD,Right,Unknown,Unknown,31,67,0.0,67,5.9,154,1.0,3.0
FORWARD,Right,Medium,Medium,40,70,0.0,70,5.7,150,3.0,4.0
MIDFIELD,Right,High,Medium,33,76,2400000.0,76,5.9,179,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,66,110000.0,66,6.1,194,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,37,75,450000.0,75,6.3,196,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,74,1500000.0,74,6.4,196,1.0,3.0
DEFENSIVE,Right,Medium,Medium,33,66,300000.0,66,6.3,198,2.0,3.0
FORWARD,Right,Medium,Low,39,71,700000.0,71,5.7,150,3.0,3.0
MIDFIELD,Right,Medium,Medium,30,59,120000.0,59,5.1,168,2.0,4.0
FORWARD,Right,Medium,Low,35,68,350000.0,68,6.3,172,4.0,3.0
DEFENSIVE,Right,Medium,High,38,70,350000.0,70,6.1,179,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,66,275000.0,66,6.2,190,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,35,79,3000000.0,79,6.2,205,1.0,3.0
FORWARD,Right,High,Medium,35,66,300000.0,66,5.1,148,3.0,3.0
GOAL KEEPER,Left,Medium,Medium,35,65,150000.0,65,6.4,192,1.0,1.0
DEFENSIVE,Right,Medium,Medium,35,75,700000.0,75,5.1,168,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,40,62,30000.0,62,6.2,183,1.0,1.0
MIDFIELD,Right,Medium,Low,37,77,850000.0,77,5.7,154,3.0,4.0
MIDFIELD,Right,Medium,Medium,33,69,450000.0,69,5.8,143,2.0,3.0
DEFENSIVE,Right,Medium,High,36,69,210000.0,69,6.2,168,2.0,3.0
DEFENSIVE,Right,Medium,High,37,81,3600000.0,81,6.2,179,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,37,71,240000.0,71,6.2,194,1.0,3.0
FORWARD,Right,Low,Low,36,70,625000.0,70,6.5,212,3.0,2.0
DEFENSIVE,Left,Medium,Medium,34,68,275000.0,68,6.1,176,2.0,3.0
DEFENSIVE,Right,Low,High,35,75,375000.0,75,5.11,154,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,33,78,5000000.0,78,6.3,187,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,70,475000.0,70,6.3,201,1.0,3.0
DEFENSIVE,Right,Medium,High,32,88,5437500.0,88,5.7,146,3.0,3.0
DEFENSIVE,Right,Medium,Medium,34,75,0.0,75,6.0,174,3.0,3.0
FORWARD,Left,Medium,Low,37,63,130000.0,63,6.3,205,2.0,4.0
FORWARD,Left,Unknown,Unknown,27,75,0.0,82,5.9,148,1.0,3.0
MIDFIELD,Right,High,Medium,35,63,100000.0,63,6.1,192,2.0,4.0
FORWARD,Right,Medium,Medium,36,71,850000.0,71,5.11,172,3.0,4.0
FORWARD,Left,High,Medium,35,77,4100000.0,77,6.1,187,2.0,2.0
DEFENSIVE,Right,Low,Medium,39,69,140000.0,69,5.11,187,2.0,3.0
DEFENSIVE,Left,Medium,Medium,33,72,1300000.0,72,5.1,168,3.0,2.0
FORWARD,Right,High,Low,34,78,5437500.0,78,6.2,170,3.0,3.0
MIDFIELD,Right,Medium,Medium,34,74,2200000.0,74,6.2,181,3.0,5.0
DEFENSIVE,Right,High,Low,32,69,575000.0,69,5.7,143,2.0,2.0
DEFENSIVE,Left,Medium,Medium,30,75,5437500.0,75,6.0,165,3.0,2.0
FORWARD,Right,Medium,Medium,37,68,325000.0,68,6.0,165,3.0,3.0
DEFENSIVE,Right,Medium,High,34,65,200000.0,65,6.0,179,2.0,3.0
DEFENSIVE,Right,Medium,Medium,32,74,2000000.0,74,6.2,179,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,75,1800000.0,75,6.2,172,1.0,4.0
MIDFIELD,Left,High,High,36,70,0.0,70,6.1,190,3.0,3.0
MIDFIELD,Right,Medium,Medium,36,72,275000.0,72,5.1,181,2.0,3.0
MIDFIELD,Right,High,High,37,76,1700000.0,76,6.2,183,2.0,4.0
FORWARD,Right,High,Medium,34,75,3500000.0,75,6.0,187,3.0,3.0
DEFENSIVE,Right,High,Medium,32,75,2300000.0,75,5.1,161,3.0,3.0
MIDFIELD,Right,Medium,High,35,75,2100000.0,75,5.9,176,2.0,3.0
FORWARD,Right,Medium,Low,32,71,1300000.0,71,6.1,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,34,71,1200000.0,71,5.1,176,3.0,4.0
DEFENSIVE,Right,Medium,High,31,76,950000.0,76,6.1,170,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,67,130000.0,67,6.4,187,1.0,2.0
DEFENSIVE,Left,High,Medium,31,71,575000.0,71,5.5,139,3.0,2.0
GOAL KEEPER,Left,Medium,Medium,33,80,0.0,80,6.2,198,1.0,2.0
DEFENSIVE,Right,High,Medium,33,77,2900000.0,77,6.0,170,2.0,3.0
MIDFIELD,Left,High,Low,35,80,3600000.0,80,5.9,161,4.0,4.0
GOAL KEEPER,Right,Medium,Medium,36,70,70000.0,70,6.4,209,1.0,3.0
DEFENSIVE,Right,Medium,High,33,78,3800000.0,78,6.0,176,3.0,3.0
DEFENSIVE,Right,Medium,Medium,36,70,0.0,70,6.0,170,2.0,2.0
FORWARD,Right,High,Medium,30,77,3600000.0,77,5.9,165,4.0,3.0
DEFENSIVE,Right,Medium,High,35,84,5437500.0,84,5.1,148,3.0,4.0
FORWARD,Right,Medium,Low,26,83,5437500.0,86,5.11,163,4.0,4.0
DEFENSIVE,Right,Low,Medium,30,70,700000.0,70,6.4,190,2.0,3.0
DEFENSIVE,Left,Medium,Medium,36,73,0.0,73,6.1,161,2.0,3.0
FORWARD,Right,Medium,Medium,35,77,4100000.0,77,5.9,159,4.0,2.0
MIDFIELD,Right,High,Low,42,71,0.0,71,5.1,176,4.0,5.0
DEFENSIVE,Right,Medium,High,33,69,500000.0,69,6.0,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,34,74,2100000.0,74,6.2,198,2.0,4.0
FORWARD,Right,Unknown,Unknown,35,77,0.0,78,6.3,179,1.0,2.0
DEFENSIVE,Right,Medium,High,36,73,800000.0,73,6.1,223,2.0,2.0
DEFENSIVE,Right,Medium,Medium,33,79,4500000.0,79,6.2,203,2.0,3.0
MIDFIELD,Right,Medium,Medium,34,74,1700000.0,74,5.9,161,4.0,4.0
MIDFIELD,Right,Medium,Medium,30,79,5437500.0,79,5.8,161,4.0,4.0
MIDFIELD,Right,Medium,Low,34,77,4500000.0,77,5.8,143,4.0,4.0
FORWARD,Right,Medium,Low,34,77,3700000.0,77,6.1,187,3.0,4.0
FORWARD,Right,High,Low,41,69,0.0,69,6.1,176,2.0,4.0
GOAL KEEPER,Right,Medium,Medium,37,68,90000.0,68,6.0,190,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,67,475000.0,67,6.3,198,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,34,61,110000.0,61,6.3,183,1.0,3.0
DEFENSIVE,Right,Low,Medium,37,83,1700000.0,83,6.2,192,2.0,3.0
FORWARD,Right,High,Medium,33,75,4200000.0,75,6.3,179,2.0,3.0
MIDFIELD,Right,Medium,High,35,77,2800000.0,77,5.9,172,3.0,3.0
FORWARD,Right,Medium,Low,35,69,475000.0,69,5.11,170,3.0,3.0
DEFENSIVE,Left,Medium,High,37,71,110000.0,71,6.0,168,3.0,3.0
DEFENSIVE,Right,Medium,Medium,33,68,150000.0,68,6.0,165,2.0,3.0
FORWARD,Left,High,Medium,35,75,3100000.0,75,5.7,154,3.0,4.0
MIDFIELD,Left,Medium,Low,36,72,1100000.0,72,6.0,165,3.0,3.0
FORWARD,Right,High,Medium,31,69,900000.0,69,6.4,190,3.0,3.0
FORWARD,Right,Medium,Low,34,69,475000.0,69,6.0,163,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,35,74,1500000.0,74,6.0,185,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,65,350000.0,65,6.6,227,1.0,2.0
MIDFIELD,Right,Medium,Medium,32,73,2200000.0,73,6.0,172,3.0,4.0
DEFENSIVE,Right,Low,High,32,74,3200000.0,74,6.3,218,2.0,3.0
FORWARD,Right,High,Low,34,76,4100000.0,76,5.7,159,3.0,5.0
FORWARD,Left,Unknown,Unknown,31,72,0.0,80,5.6,137,1.0,3.0
DEFENSIVE,Right,Low,Medium,33,66,250000.0,66,6.3,183,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,30,69,675000.0,69,6.4,209,1.0,3.0
DEFENSIVE,Right,Medium,Medium,38,72,625000.0,72,6.2,183,3.0,3.0
MIDFIELD,Left,High,High,35,77,2400000.0,77,5.1,172,2.0,4.0
MIDFIELD,Right,Medium,High,33,75,2500000.0,75,5.11,154,3.0,3.0
GOAL KEEPER,Right,Unknown,Unknown,42,67,0.0,70,6.4,216,1.0,3.0
MIDFIELD,Right,High,High,34,80,5437500.0,80,5.9,154,3.0,4.0
FORWARD,Right,High,High,34,71,1200000.0,71,6.0,174,2.0,3.0
MIDFIELD,Right,High,Medium,35,80,0.0,80,6.1,183,4.0,4.0
MIDFIELD,Right,High,Medium,33,76,4700000.0,76,5.1,159,4.0,3.0
DEFENSIVE,Right,Medium,High,35,72,950000.0,72,6.4,198,2.0,3.0
DEFENSIVE,Right,Medium,Medium,34,72,650000.0,72,6.4,181,2.0,2.0
DEFENSIVE,Left,Medium,High,32,66,350000.0,66,6.3,190,2.0,2.0
MIDFIELD,Left,Medium,Low,35,79,3800000.0,79,5.9,152,5.0,4.0
DEFENSIVE,Right,High,Medium,33,65,240000.0,65,5.11,170,3.0,3.0
DEFENSIVE,Left,Medium,Medium,33,70,600000.0,70,6.2,196,2.0,3.0
MIDFIELD,Right,Low,Medium,34,69,500000.0,69,6.0,183,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,38,72,325000.0,72,6.1,170,1.0,2.0
FORWARD,Right,Medium,Low,36,68,325000.0,68,6.1,179,3.0,4.0
DEFENSIVE,Left,Medium,Medium,36,65,100000.0,65,6.0,190,2.0,3.0
FORWARD,Left,High,Low,39,69,300000.0,69,6.1,176,4.0,4.0
DEFENSIVE,Right,Medium,Medium,37,72,625000.0,72,6.2,172,2.0,3.0
DEFENSIVE,Left,Medium,High,35,87,5437500.0,87,6.2,187,2.0,3.0
FORWARD,Left,Medium,Low,33,72,2000000.0,72,6.3,207,3.0,3.0
FORWARD,Left,High,Low,37,68,100000.0,68,6.4,187,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,40,71,275000.0,71,6.0,185,1.0,3.0
DEFENSIVE,Right,Unknown,Unknown,33,68,0.0,75,6.2,201,2.0,3.0
DEFENSIVE,Right,High,Medium,36,68,100000.0,68,5.6,143,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,38,75,675000.0,75,6.1,183,1.0,3.0
MIDFIELD,Right,Medium,High,38,73,875000.0,73,5.9,157,3.0,3.0
FORWARD,Right,High,Medium,33,80,5437500.0,80,5.1,154,5.0,5.0
DEFENSIVE,Right,Medium,High,39,68,120000.0,68,5.9,176,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,67,210000.0,67,6.2,187,1.0,2.0
DEFENSIVE,Left,Low,Medium,37,70,350000.0,70,6.3,196,2.0,3.0
FORWARD,Right,High,Medium,35,66,300000.0,66,5.11,168,3.0,3.0
MIDFIELD,Left,Medium,Medium,34,73,1400000.0,73,6.2,196,3.0,2.0
FORWARD,Right,High,Medium,37,58,45000.0,58,6.3,168,2.0,3.0
MIDFIELD,Right,Medium,Medium,31,63,275000.0,63,6.0,172,2.0,3.0
DEFENSIVE,Left,Medium,Medium,35,66,200000.0,66,6.4,183,2.0,3.0
DEFENSIVE,Right,High,Medium,33,69,400000.0,69,6.1,161,3.0,3.0
MIDFIELD,Right,High,Medium,35,64,200000.0,64,5.7,148,3.0,3.0
GOAL KEEPER,Left,Medium,Medium,37,71,240000.0,71,6.2,183,1.0,3.0
DEFENSIVE,Right,Medium,High,33,82,5437500.0,82,6.3,187,2.0,3.0
FORWARD,Right,High,Medium,34,67,300000.0,67,5.1,176,4.0,4.0
FORWARD,Right,Medium,Medium,39,72,900000.0,72,6.0,183,3.0,3.0
MIDFIELD,Left,High,Medium,31,78,5437500.0,78,5.1,163,4.0,2.0
DEFENSIVE,Left,Low,High,36,75,1300000.0,75,5.8,157,2.0,2.0
DEFENSIVE,Left,Low,Medium,35,66,200000.0,66,6.3,163,2.0,5.0
MIDFIELD,Right,Medium,Low,33,83,5437500.0,83,5.7,159,3.0,5.0
MIDFIELD,Right,High,High,36,78,1200000.0,78,5.1,172,3.0,4.0
MIDFIELD,Right,Medium,Medium,37,67,50000.0,67,5.5,150,2.0,4.0
DEFENSIVE,Right,Low,Medium,40,71,0.0,71,5.11,176,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,38,73,400000.0,73,6.2,176,1.0,3.0
FORWARD,Right,Medium,Medium,32,62,275000.0,62,5.1,174,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,40,65,50000.0,65,6.2,176,1.0,3.0
MIDFIELD,Right,High,Medium,40,68,0.0,68,5.1,165,3.0,3.0
MIDFIELD,Right,Medium,Medium,39,61,70000.0,61,5.9,146,3.0,3.0
DEFENSIVE,Right,Low,High,40,67,0.0,67,5.11,168,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,79,5437500.0,79,6.1,172,1.0,3.0
FORWARD,Right,High,Low,33,65,240000.0,65,6.0,165,2.0,3.0
DEFENSIVE,Right,Medium,High,36,73,0.0,73,5.11,185,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,74,2000000.0,74,6.0,150,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,78,1700000.0,78,6.4,174,1.0,2.0
FORWARD,Left,Medium,Low,32,74,4500000.0,74,6.4,201,3.0,3.0
MIDFIELD,Right,Medium,High,35,61,80000.0,61,5.8,163,3.0,3.0
DEFENSIVE,Right,Medium,Medium,34,63,140000.0,63,5.11,163,2.0,3.0
MIDFIELD,Left,Medium,Medium,34,67,375000.0,67,5.6,141,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,72,850000.0,72,6.3,181,1.0,3.0
DEFENSIVE,Right,Low,Medium,33,81,5437500.0,81,6.3,194,2.0,3.0
DEFENSIVE,Right,Medium,High,33,63,130000.0,63,5.9,174,2.0,3.0
DEFENSIVE,Left,Medium,Medium,34,74,2100000.0,74,6.2,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,30,67,400000.0,67,6.0,168,3.0,3.0
DEFENSIVE,Left,Low,Medium,32,69,575000.0,69,6.0,181,2.0,3.0
FORWARD,Right,High,High,35,68,400000.0,68,6.0,170,3.0,4.0
DEFENSIVE,Left,Medium,Medium,35,76,900000.0,76,6.1,179,2.0,4.0
MIDFIELD,Right,Medium,Medium,35,71,750000.0,71,6.2,194,2.0,4.0
DEFENSIVE,Left,Low,Medium,34,75,1000000.0,75,6.1,163,3.0,2.0
FORWARD,Left,Medium,Low,24,68,850000.0,70,5.7,146,4.0,2.0
DEFENSIVE,Right,Medium,High,31,64,300000.0,64,6.2,181,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,72,1400000.0,72,6.2,176,1.0,3.0
DEFENSIVE,Right,High,Medium,37,65,100000.0,65,5.11,168,2.0,4.0
MIDFIELD,Right,Low,Medium,33,70,725000.0,70,6.3,198,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,39,60,20000.0,60,6.3,154,1.0,2.0
FORWARD,Right,High,Medium,34,74,1800000.0,74,5.11,179,3.0,5.0
MIDFIELD,Right,Medium,Medium,33,66,375000.0,66,5.11,172,3.0,4.0
MIDFIELD,Right,High,High,35,71,750000.0,71,5.11,157,3.0,4.0
MIDFIELD,Right,Medium,Low,33,70,875000.0,70,5.9,183,4.0,3.0
FORWARD,Right,High,High,37,78,3700000.0,78,5.9,163,4.0,4.0
FORWARD,Right,High,Medium,36,78,1200000.0,78,6.0,172,3.0,3.0
DEFENSIVE,Right,Medium,Medium,37,71,425000.0,71,5.8,152,4.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,75,1800000.0,75,6.0,163,1.0,3.0
MIDFIELD,Right,Medium,Medium,34,77,3300000.0,77,6.1,165,3.0,4.0
MIDFIELD,Right,Low,High,36,79,2700000.0,79,5.9,161,2.0,3.0
DEFENSIVE,Right,Medium,High,35,72,950000.0,72,6.0,174,2.0,3.0
DEFENSIVE,Right,Medium,High,34,74,2000000.0,74,5.1,163,3.0,3.0
MIDFIELD,Right,Medium,High,36,69,325000.0,69,6.0,161,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,76,1300000.0,76,6.3,203,1.0,3.0
FORWARD,Right,Medium,Medium,35,71,1100000.0,71,6.0,196,2.0,3.0
MIDFIELD,Right,Medium,Medium,37,70,575000.0,70,6.0,179,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,75,2900000.0,75,6.2,174,1.0,2.0
MIDFIELD,Left,High,Low,36,73,1300000.0,73,5.1,170,4.0,3.0
FORWARD,Right,High,Low,36,78,3700000.0,78,5.7,170,4.0,3.0
MIDFIELD,Right,High,Medium,32,86,5437500.0,86,5.6,150,4.0,4.0
FORWARD,Right,High,Low,36,71,850000.0,71,5.1,185,2.0,3.0
MIDFIELD,Right,Medium,Medium,35,78,4300000.0,78,5.1,157,4.0,4.0
MIDFIELD,Right,High,Medium,37,73,1100000.0,73,5.6,150,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,38,71,240000.0,71,6.4,190,1.0,3.0
FORWARD,Left,Medium,Medium,32,70,1400000.0,70,5.9,165,3.0,2.0
FORWARD,Right,Unknown,Unknown,29,65,0.0,76,5.1,163,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,36,74,750000.0,74,6.3,198,1.0,2.0
FORWARD,Right,Unknown,Unknown,36,79,0.0,85,6.4,187,1.0,3.0
DEFENSIVE,Right,High,Medium,35,76,2200000.0,76,5.9,165,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,42,72,0.0,72,6.3,207,1.0,1.0
MIDFIELD,Right,High,High,33,74,3400000.0,74,5.1,168,4.0,4.0
FORWARD,Right,High,Low,28,70,1800000.0,70,5.11,152,3.0,3.0
MIDFIELD,Right,Medium,Medium,34,66,250000.0,66,5.9,154,3.0,4.0
DEFENSIVE,Right,High,Medium,36,67,140000.0,67,5.9,163,2.0,3.0
FORWARD,Right,Medium,Medium,36,67,275000.0,67,5.11,170,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,35,75,1800000.0,75,6.1,172,1.0,2.0
DEFENSIVE,Left,Medium,Medium,29,72,2600000.0,72,5.1,152,3.0,3.0
DEFENSIVE,Left,Medium,Medium,34,75,2300000.0,75,5.11,181,3.0,3.0
MIDFIELD,Right,High,Medium,34,76,4100000.0,76,5.9,152,4.0,4.0
MIDFIELD,Right,Medium,Medium,37,70,120000.0,70,6.0,161,2.0,3.0
FORWARD,Right,Medium,Low,30,64,400000.0,64,6.0,168,3.0,3.0
DEFENSIVE,Right,Medium,Medium,33,71,1100000.0,71,5.9,141,3.0,3.0
MIDFIELD,Left,Medium,Medium,35,68,400000.0,68,5.1,152,3.0,3.0
MIDFIELD,Right,High,Medium,35,73,1700000.0,73,5.1,165,2.0,4.0
GOAL KEEPER,Right,Medium,Medium,33,78,5437500.0,78,6.2,181,1.0,3.0
FORWARD,Left,Medium,Low,34,76,4100000.0,76,6.1,190,3.0,2.0
DEFENSIVE,Right,High,High,34,67,220000.0,67,5.7,141,3.0,3.0
MIDFIELD,Right,Medium,High,36,69,230000.0,69,5.11,161,2.0,3.0
MIDFIELD,Right,Medium,Medium,33,80,5437500.0,80,6.2,168,3.0,3.0
MIDFIELD,Right,High,Medium,35,82,4800000.0,82,5.8,150,4.0,3.0
DEFENSIVE,Right,High,Medium,34,84,5437500.0,84,5.8,132,4.0,2.0
MIDFIELD,Right,High,Medium,35,82,0.0,82,5.6,143,4.0,5.0
GOAL KEEPER,Right,Medium,Medium,35,72,850000.0,72,6.0,170,1.0,2.0
DEFENSIVE,Left,Unknown,Unknown,35,77,0.0,84,5.8,146,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,35,74,240000.0,74,6.2,192,1.0,3.0
FORWARD,Left,High,Low,32,76,3700000.0,76,5.11,154,4.0,3.0
MIDFIELD,Right,Unknown,Unknown,26,68,0.0,75,6.2,179,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,38,76,775000.0,76,6.5,196,1.0,3.0
FORWARD,Right,High,Low,35,76,3500000.0,76,5.11,163,3.0,4.0
DEFENSIVE,Right,High,Medium,33,80,5437500.0,80,5.11,157,3.0,3.0
MIDFIELD,Left,Medium,High,27,75,5437500.0,76,6.3,185,3.0,3.0
GOAL KEEPER,Left,Medium,Medium,36,77,1500000.0,77,6.2,168,1.0,2.0
MIDFIELD,Right,Medium,High,33,81,5437500.0,81,5.11,163,2.0,3.0
DEFENSIVE,Left,High,Medium,37,76,1600000.0,76,5.11,174,2.0,3.0
DEFENSIVE,Right,Low,Medium,36,63,70000.0,63,6.1,163,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,36,74,950000.0,74,6.2,174,1.0,2.0
FORWARD,Right,High,Low,37,76,2600000.0,76,5.9,157,4.0,4.0
MIDFIELD,Left,Medium,Low,31,69,875000.0,69,6.1,170,3.0,4.0
MIDFIELD,Right,High,Medium,33,76,4700000.0,76,5.1,165,4.0,3.0
MIDFIELD,Right,Low,Low,34,75,2100000.0,75,5.8,154,4.0,4.0
DEFENSIVE,Right,Low,High,33,69,0.0,69,6.0,172,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,34,80,5437500.0,80,6.1,172,1.0,3.0
FORWARD,Left,High,High,36,71,220000.0,71,6.0,187,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,36,70,300000.0,70,6.4,198,1.0,3.0
MIDFIELD,Right,Medium,Medium,32,76,4000000.0,76,5.11,172,3.0,4.0
DEFENSIVE,Right,High,Medium,33,73,1500000.0,73,5.1,157,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,75,1100000.0,75,6.2,176,1.0,2.0
DEFENSIVE,Right,Low,Medium,39,68,120000.0,68,6.1,194,2.0,2.0
GOAL KEEPER,Left,Medium,Medium,36,63,50000.0,63,6.5,203,1.0,3.0
DEFENSIVE,Right,Low,Medium,37,77,600000.0,77,6.5,201,2.0,2.0
FORWARD,Right,Medium,Medium,36,74,2000000.0,74,6.1,183,2.0,3.0
DEFENSIVE,Left,High,High,35,69,300000.0,69,6.0,181,3.0,2.0
DEFENSIVE,Right,Medium,Medium,38,74,1000000.0,74,6.0,174,3.0,2.0
MIDFIELD,Right,Medium,High,35,75,2100000.0,75,5.11,174,2.0,3.0
MIDFIELD,Right,Medium,High,33,66,325000.0,66,5.9,146,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,37,72,325000.0,72,6.2,183,1.0,1.0
FORWARD,Left,Medium,Low,33,69,650000.0,69,5.11,159,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,37,69,110000.0,69,6.5,194,1.0,1.0
DEFENSIVE,Right,Low,Medium,38,56,20000.0,56,6.2,179,2.0,2.0
FORWARD,Right,High,High,33,67,475000.0,67,6.0,179,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,38,63,35000.0,63,6.2,192,1.0,2.0
MIDFIELD,Left,Medium,Low,38,66,220000.0,66,5.6,157,3.0,2.0
MIDFIELD,Right,Medium,Low,31,66,550000.0,66,5.1,176,3.0,3.0
FORWARD,Left,Medium,High,36,67,275000.0,67,6.3,194,2.0,3.0
FORWARD,Right,Medium,Low,31,66,550000.0,66,6.1,190,3.0,3.0
DEFENSIVE,Right,Low,High,35,68,275000.0,68,6.0,174,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,38,72,210000.0,72,6.4,198,1.0,2.0
FORWARD,Right,Medium,Medium,33,74,3500000.0,74,6.2,196,3.0,4.0
GOAL KEEPER,Left,Medium,Medium,35,72,850000.0,72,6.2,168,1.0,2.0
MIDFIELD,Left,Medium,Low,35,75,2900000.0,75,6.0,183,3.0,3.0
FORWARD,Right,Medium,Low,30,78,0.0,78,6.1,181,3.0,4.0
DEFENSIVE,Right,Medium,Medium,30,74,2500000.0,74,5.1,157,2.0,3.0
DEFENSIVE,Right,Medium,Medium,33,73,1300000.0,73,6.2,201,2.0,3.0
FORWARD,Right,Medium,Low,35,67,350000.0,67,6.0,187,2.0,3.0
FORWARD,Right,Unknown,Unknown,23,54,0.0,62,5.11,170,1.0,3.0
MIDFIELD,Right,Medium,Medium,33,73,950000.0,73,5.8,159,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,37,68,90000.0,68,5.11,161,1.0,3.0
DEFENSIVE,Right,Medium,Medium,31,63,210000.0,63,6.1,185,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,33,75,3600000.0,75,6.5,201,1.0,3.0
DEFENSIVE,Right,Low,Medium,34,62,110000.0,62,6.2,185,2.0,1.0
MIDFIELD,Right,Medium,Medium,39,66,170000.0,66,5.7,143,3.0,3.0
MIDFIELD,Right,Medium,High,35,71,1000000.0,71,5.8,154,3.0,3.0
MIDFIELD,Left,Medium,High,34,66,325000.0,66,5.1,168,3.0,3.0
DEFENSIVE,Left,Medium,Medium,30,77,0.0,77,6.3,185,2.0,2.0
DEFENSIVE,Left,Medium,High,34,65,200000.0,65,6.2,176,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,36,66,90000.0,66,6.5,209,1.0,2.0
